valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.856,2008,8.1e-05,['Katy Perry'],0.7020000000000001,223227,0.8390000000000001,0,22Lg6vvMS2JC07aAjsGvtU,0.0,7,0.072,-3.992,1,Hot N Cold,52,2008-09-09,0.0439,132.007
0.7170000000000001,1950,0.995,"['Stella Xaskil', 'Takis Mpinis']",0.591,216867,0.258,0,19cJcOrRd8W5k4hySP7sNY,0.7979999999999999,2,0.116,-17.457,0,Kaigomai kaigomai,0,1950-01-01,0.0472,133.39700000000002
0.8959999999999999,1951,0.994,"['Lata Mangeshkar', 'Talat Mahmood']",0.669,174707,0.103,0,1wGBlaByCnDG8fffAIbCKI,0.912,9,0.121,-13.969,0,Dar Lage Duniya Se Balma,0,1951-12-01,0.076,137.295
0.925,1993,0.0379,"['Take That', 'Lulu']",0.653,251760,0.943,0,4UGzL9fNdZPnrb9oseuDSi,0.0,9,0.0989,-7.315,1,Relight My Fire (feat. Lulu),61,1993-10-25,0.0515,122.586
0.455,1952,0.949,['Abdel Aziz Mahmoud'],0.355,609177,0.395,0,013tUrZk60l2Zn25ipC4u2,0.173,0,0.7190000000000001,-11.257,1,Sabrin Aala Sabri,0,1952-01-01,0.0446,109.793
0.357,1983,0.0144,['Bauhaus'],0.449,224040,0.449,0,30zWrHqboTaopgN0uTiUtA,0.00034,11,0.0893,-15.007,0,Slice Of Life,27,1983-07-01,0.052,79.634
0.362,1983,0.463,"['Bananarama', 'Fun Boy Three']",0.696,162038,0.942,0,7nDTrAuhJ14t81e6dPcvPg,0.0,5,0.4,-6.273,0,Really Sayin' Something (with Fun Boy Three),32,1983-01-01,0.0906,134.024
0.526,1979,0.00225,['Joy Division'],0.586,158920,0.68,0,5YCjJwmUKpUQRzgPDm3iFm,0.8690000000000001,10,0.173,-7.911,0,Wilderness - 2019 Remaster,40,1979-06-15,0.0361,119.989
0.273,1998,0.0188,['Morcheeba'],0.5379999999999999,348053,0.742,0,7MRI6ZNv3neLVYy2kQ91nQ,0.09,11,0.0749,-7.923999999999999,0,The Sea,44,1998-03-13,0.038,150.029
0.763,1955,0.893,['Asha Bhosle'],0.5379999999999999,163469,0.396,0,0BXh2Vi0il5tC5OHBFDMMM,0.302,6,0.276,-12.629,0,Chanda Mama Door Ke,26,1955-12-31,0.0475,176.937
0.583,1951,0.836,['José Alfredo Jimenez'],0.411,190400,0.329,0,3k42EtvIXBd3tTtvlZdZKk,0.0,5,0.185,-8.453,1,Un Mundo Raro,4,1951,0.108,177.347
0.7090000000000001,1945,0.993,['Sonny Boy Williamson I'],0.459,198713,0.077,0,19c5xcYAbtCYCzTrpsKJBj,0.00269,5,0.141,-17.825,1,Up The Country Blues,2,1945,0.0469,73.571
0.258,1955,0.969,['Billy Taylor'],0.501,169933,0.115,0,6y5rkF4ec9X4cAGVW9HYEm,0.872,3,0.158,-16.185,1,Misty Blues,4,1955-01-01,0.0393,69.07
0.67,1937,0.945,"[""Juan D'Arienzo""]",0.88,193698,0.203,0,2f9Hnz0hGnF8i1jGRmwF0p,0.328,9,0.0356,-12.140999999999998,1,El triunfo,0,1937-04-12,0.085,129.469
0.282,1921,0.989,"['Sergei Rachmaninoff', 'Ruth Laredo']",0.384,221013,0.171,0,3XooVMkWzhrHdPQyi46sl6,0.82,7,0.116,-20.476,0,"10 Préludes, Op. 23: No. 5 in G Minor. Alla marcia",0,1921,0.0319,107.698
0.394,1994,0.53,['Los Temerarios'],0.589,247933,0.353,0,1NnPMWzWlqNG4F1sPICTIJ,0.000196,7,0.406,-12.893,1,Una Guitarra Llora,55,1994-06-01,0.0277,90.408
0.171,1956,0.906,['Julie London'],0.418,133427,0.0317,0,54uOG8QR8ThnG3ztrdpKu4,0.00193,8,0.109,-21.041,1,Mean To Me - 2002 Remaster,12,1956,0.049,128.285
0.574,1951,0.903,['Alberto Beltran'],0.605,171207,0.354,0,1sAqccITjekbHhL5neYoeF,0.00132,2,0.0966,-10.866,1,Libre de Pecado,0,1951,0.0333,124.614
0.6509999999999999,1991,0.022,['Col. Bruce Hampton & The Aquarium Rescue Unit'],0.555,285573,0.809,0,22wCsAtvbeudk2a34QKwA9,0.219,2,0.977,-13.029000000000002,1,Working On A Building - Live,31,1991-04-04,0.0374,108.347
0.6890000000000001,1978,0.95,['Hank Williams'],0.7759999999999999,165240,0.197,0,4RZFpgo4VzBjH5g7XCHo2l,7.39e-06,0,0.147,-13.308,1,Lovesick Blues - Single Version,30,1978-01-01,0.0467,126.236
0.138,1996,0.754,['Mazzy Star'],0.5,238160,0.196,0,4u5ofLk8CMrtQnRaiIVH4O,0.0423,7,0.105,-15.632,1,"Cry, Cry",44,1996-10-29,0.0297,123.008
0.764,1956,0.977,['The Johnny Smith Quintet'],0.64,146173,0.3670000000000001,0,1sV2pRSLvXyIRDa0ZFhmZH,0.753,0,0.123,-15.438,1,Nice Work If You Can Get It,9,1956,0.0381,110.58
0.547,1942,0.987,['Carlo Buti'],0.542,191556,0.179,0,0T3k7u6NPEkL81XJVksDZE,0.0849,3,0.0758,-16.04,1,A mezzanotte,0,1942-05-30,0.122,84.389
0.176,2001,0.89,['Josh Groban'],0.4370000000000001,289307,0.4320000000000001,0,2Dw9HBn7Ef71Ey9GzZTWNf,7.78e-06,3,0.112,-8.484,0,Aléjate,42,2001-11-20,0.0357,73.475
0.541,1968,0.693,['Jimi Hendrix'],0.426,272840,0.888,0,6p5RohbRLDSjeERMZ90hMg,0.00117,5,0.339,-5.052,0,House Burning Down,41,1968-10-25,0.21,116.267
0.25,2002,0.0066,['The Used'],0.441,224000,0.6990000000000001,0,58sdfzX722CMoU7m0s5dUi,0.0,2,0.489,-6.725,1,Poetic Tragedy,44,2002-06-25,0.0371,89.75299999999999
0.528,2018,0.0598,['Trippie Redd'],0.706,146923,0.637,1,5HnxL39pSgVVQMLP7WnSfv,0.0,8,0.1639999999999999,-7.284,0,Missing My Idols,59,2018-08-10,0.37,85.819
0.295,1966,0.654,['The Mad Lads'],0.561,170560,0.203,0,2uzchPY6uyXPEYFzWiT1rh,0.0853,3,0.0997,-11.931,1,Don't Have to Shop Around,29,1966,0.0312,131.34799999999998
0.464,2004,0.0065,"['Nelly', 'Tim McGraw']",0.644,253933,0.517,1,2b8QQqf8Vwb7bfz22ja8Fk,1.37e-06,7,0.158,-10.02,1,Over And Over,61,2004-09-14,0.0803,169.799
0.703,2018,0.0859,"['Anderson .Paak', 'Kendrick Lamar']",0.805,268400,0.833,1,7c3SbTuufigBWURcICnAWy,0.0,1,0.0578,-6.73,0,Tints (feat. Kendrick Lamar),62,2018-11-16,0.12,109.076
0.83,1987,0.356,['Dwight Yoakam'],0.634,153227,0.733,0,5vHtunHdGk1lASvI7u8GTM,0.00981,7,0.0669,-10.464,1,This Drinkin' Will Kill Me,25,1987-04-15,0.0372,137.892
0.252,1978,0.809,['Big Star'],0.476,126227,0.144,0,67uSiArPybUd81dASoyd0w,0.000148,0,0.102,-17.363,1,Blue Moon,23,1978,0.0313,104.431
0.573,1988,0.00737,['Poison'],0.5670000000000001,231560,0.928,0,5sk15rVzZlHYBc5kkbrNhm,0.0,8,0.343,-3.955,1,Tearin' Down The Walls,32,1988-03-21,0.0371,100.593
0.417,1962,0.7240000000000001,['Alfred Hitchcock'],0.531,348320,0.0564,0,4cWpQHg2hrbiIP1KCgfWY7,0.0,6,0.79,-34.363,1,Johnny Takes a Dare,9,1962-01-01,0.871,106.038
0.8240000000000001,1925,0.991,['Jelly Roll Morton'],0.6729999999999999,204840,0.4920000000000001,0,6xHAMOYhHZsusEaMP4eUQl,0.852,0,0.267,-6.959,1,Cannonball Blues,0,1925,0.0588,149.283
0.285,1959,0.92,['The Platters'],0.203,160933,0.295,0,2vSxjnyrWrtxyfzO47EX6q,2.05e-06,3,0.173,-11.155,1,Smoke Gets In Your Eyes,63,1959-01-01,0.0323,171.222
0.23,2016,0.0312,"['Rob $tone', 'J. Davi$', 'Spooks']",0.8859999999999999,177184,0.4270000000000001,1,5uDASfU19gDxSjW8cnCaBp,0.00099,6,0.0906,-10.028,1,Chill Bill (feat. J. Davi$ & Spooks),78,2016-06-17,0.145,108.034
0.415,1954,0.7609999999999999,['Charlie Mariano'],0.59,242573,0.38,0,3sORxVv0AR5luprVUTsLPn,0.163,0,0.0654,-7.028,0,The Very Thought of You - 2013 Remastered Version,3,1954,0.0413,131.028
0.159,2013,0.52,['STRFKR'],0.573,283057,0.67,0,4O2aCfXPP9FfPoIPixwVBz,0.8059999999999999,8,0.321,-11.437,0,Golden Light,58,2013-02-12,0.0331,96.991
0.539,2000,0.58,['Johnny Cash'],0.626,128200,0.539,0,5AmPClBlU5sK45i6kMSngt,0.0,9,0.309,-8.372,1,I Won't Back Down,54,2000-01-01,0.0288,113.702
0.563,1968,0.229,['The Ethiopians'],0.792,177000,0.256,0,44L7aDHaRzb9pMWEZjSH8u,0.5479999999999999,8,0.35,-12.525,1,Train to Skaville,53,1968-01-01,0.191,87.774
0.28,1976,0.677,['Wings'],0.392,320613,0.64,0,3rsU41myYJwlHNASyuP5es,0.185,7,0.7,-9.748,1,Maybe I'm Amazed - Live / Remastered,45,1976-12-10,0.0547,132.70600000000002
0.5720000000000001,1966,0.0089,['The Mothers Of Invention'],0.147,213240,0.495,0,4NTPqrJOiH2s5TIBw76Ooh,0.00112,4,0.127,-13.417,0,Who Are The Brain Police?,16,1966-06-27,0.0412,82.29
0.12,1946,0.948,"['Igor Stravinsky', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet']",0.435,369240,0.101,0,2Huw2UOFaScd9GleXXA158,0.179,0,0.25,-20.371,1,"Divertimento from ""Baiser de la fée"": 1. Sinfonia",0,1946-01-01,0.0477,116.327
0.57,2015,0.205,['Eric Church'],0.589,179347,0.6409999999999999,0,5fSPbm5lcwtqwXkeQQswW8,0.0,5,0.0864,-8.12,1,Record Year,66,2015-11-11,0.0838,160.031
0.659,1937,0.937,['Jimmie Lunceford & His Orchestra'],0.643,179413,0.292,0,1JkXFgIW4PtUQ6lDreNCv8,0.000157,8,0.233,-13.804,1,'Tain't What You Do (It's The Way That Cha Do It),3,1937,0.488,164.581
0.418,1975,0.928,['Willie Nelson'],0.626,138600,0.04,0,2uRVPeQbsEpRQD0DKr1WTo,0.00178,4,0.11,-19.994,1,Blue Eyes Crying In the Rain,61,1975-05-01,0.0405,117.136
0.5760000000000001,1971,0.596,['Buffy Sainte-Marie'],0.504,191000,0.425,0,1v54R69i9bjRcGfArDzkhM,0.000421,2,0.0991,-12.24,1,Helpless,38,1971,0.0338,134.24
0.166,2011,0.148,['Grimes'],0.725,324043,0.653,0,7mf1hxau7AkuXEYbqHrOWh,0.555,6,0.122,-8.094,0,Vanessa,51,2011-04-18,0.0323,119.993
0.846,2004,0.0942,['Del The Funky Homosapien'],0.757,234840,0.5,0,4QdtxZiSFl0GYrXWOHc3y8,4.15e-05,7,0.216,-18.463,1,If You Must,42,2004-10-01,0.304,96.851
0.355,1962,0.841,['John Coltrane'],0.588,371667,0.463,0,6ydLL29isiEzJsuSPLWoNr,0.000419,0,0.112,-8.497,0,Not Yet,14,1962,0.0311,111.247
0.309,2000,0.875,['John Prine'],0.516,309707,0.214,0,46nYMfEIsocWQTpKG3Cf9y,0.0275,9,0.124,-14.444,1,Far from Me,40,2000-10-31,0.0298,134.555
0.69,1991,0.123,['Stevie Nicks'],0.652,252027,0.648,0,5IhYnodWHS5IOrw7aOOuA9,0.00639,5,0.201,-8.147,1,Talk to Me,33,1991-08-30,0.0263,102.993
0.531,1981,0.628,['Carpenters'],0.539,253067,0.451,0,4WVl3or8Xtnvv4XfSqAVNY,0.000167,6,0.0565,-14.272,1,Those Good Old Dreams,44,1981-01-01,0.0376,92.396
0.494,1956,0.79,['Slim Rhodes'],0.574,140023,0.426,0,0KfPRniygoygkwOFdZx8Z9,0.0,10,0.155,-10.952,1,Take and Give,8,1956-01-01,0.0435,100.991
0.8290000000000001,1991,0.147,['Starship'],0.564,249373,0.821,0,4PH0x3Bv5l6o9UiXWen57r,0.0486,2,0.285,-11.055,1,Jane,34,1991-05-14,0.0383,117.263
0.469,1969,0.135,"['Neil Young', 'Crazy Horse']",0.551,246560,0.479,0,2cLQVZ7nv5thdNX6mEAVC0,0.0,2,0.151,-6.9979999999999976,1,The Losing End (When You're On) - 2009 Remaster,37,1969-05-14,0.0418,113.311
0.226,1994,0.0537,['Alan Jackson'],0.624,255173,0.391,0,1Zufktnmph2j6WcrT6JL21,2.28e-06,7,0.0785,-11.303,1,Don't Close Your Eyes,37,1994,0.0258,78.41
0.0594,2002,0.84,['Alan Menken'],0.203,348787,0.161,0,6YJZnEfuuIYV7JbSVgmQQa,0.532,5,0.103,-18.626,1,"Transformation - From ""Beauty and the Beast""/Soundtrack Version",44,2002-01-01,0.0388,113.753
0.486,1948,0.993,"['Shamshad Begum', 'Mohantara Talpade', 'Lata Mangeshkar']",0.606,190131,0.1669999999999999,0,15OkMxkKRbpSnQ8qM046Dd,0.139,0,0.128,-10.412,0,Khushian Manaye Kyon Na Hum,0,1948-12-31,0.366,177.365
0.964,2010,0.732,['Kiko Rodriguez'],0.7390000000000001,269491,0.473,0,1O2fScskNkmR91eEXvrcrv,9.71e-05,6,0.0363,-7.872999999999997,0,"Vagabundo, Borracho y Loco",54,2010-02-23,0.0512,148.28
0.528,2016,0.211,['The 1975'],0.74,283840,0.51,1,035QPHPAcqApSGMMcogT45,0.00951,5,0.0825,-7.477,1,A Change Of Heart,54,2016-02-26,0.0242,105.013
0.396,2015,0.000725,['Paul Vinitsky'],0.612,308325,0.943,0,3gLyojWQofuZKxriIWQrbd,0.8220000000000001,7,0.0492,-5.4570000000000025,1,Jogja - Club Mix,0,2015-01-01,0.0475,129.994
0.0504,1948,0.957,"['Claude Debussy', 'Jascha Heifetz']",0.286,270160,0.201,0,5aFKuIh7JuAZ3WlG98BfsX,0.474,2,0.063,-15.121,0,Sonata No. 3 in G Minor: Allegro vivo,0,1948,0.0451,99.961
0.551,2014,0.00489,['Rixton'],0.545,193733,0.7829999999999999,0,1oew3nFNY3vMacJAsvry0S,0.0,5,0.132,-4.261,0,Me And My Broken Heart,77,2014-01-01,0.0345,174.084
0.0518,1988,0.989,"['Frédéric Chopin', 'Krystian Zimerman']",0.317,575440,0.123,0,5Ks5ENUFNQDfaqxjZnCkVJ,0.916,7,0.102,-20.378,0,"Ballade No.1 In G Minor, Op.23",39,1988-01-01,0.0416,132.874
0.711,1951,0.8320000000000001,['Flatt & Scruggs'],0.643,148907,0.354,0,4VrxlKWuxqs5l6X8rcqFGs,0.0,8,0.117,-10.363,1,Cabin in the Hills,7,1951,0.0294,116.05
0.333,1989,0.309,['Lyle Lovett'],0.532,249440,0.195,0,5wqSKsAJD1v0nqOxLrVdKW,1.09e-05,5,0.173,-10.687,1,If You Were To Wake Up,26,1989-01-23,0.0313,122.377
0.8029999999999999,1990,0.358,['Grupo Toppaz De Reynaldo Flores'],0.6509999999999999,168720,0.648,0,0NZtpFRzI4ZygqISV7fTtD,0.0,0,0.096,-7.963999999999999,1,Celoso,55,1990-01-01,0.0349,85.352
0.374,1980,0.955,['Peter Gabriel'],0.593,255307,0.128,0,4xOBbooiYvjCjksJc1w6ho,0.903,7,0.129,-19.931,1,Lead A Normal Life,20,1980-05-23,0.0381,94.339
0.418,2003,0.0108,['Joe Bonamassa'],0.499,440200,0.366,0,2O7OjNCjqflzWOTVg9UlEm,0.00208,5,0.0851,-9.566,1,Blues Deluxe,53,2003,0.0441,144.563
0.038,1963,0.98,"['Claude Debussy', 'Philadelphia Orchestra', 'William Smith']",0.0864,336733,0.042,0,6AvXASzp49BNY1ooVJI6Rf,0.947,9,0.163,-26.13300000000001,1,"2 Arabesques, L. 66: No. 1 in E Major (Arr. for Orchestra) - Instrumental",14,1963,0.042,78.54899999999998
0.63,1960,0.8759999999999999,['Bill Evans Trio'],0.541,274427,0.277,0,6MNyy6wnDqT9BZs0P00m8N,0.77,1,0.0675,-15.755999999999998,1,What Is This Thing Called Love?,23,1960,0.0397,120.092
0.961,1936,0.995,['Francisco Canaro'],0.695,190440,0.451,0,7o9DtCMDOnwpGfvJJIZA7J,0.78,0,0.102,-8.465,1,Fiesta Campera - Instrumental (Remasterizado),0,1936-01-18,0.0698,154.44299999999996
0.337,2011,0.0351,"['Panic! At The Disco', 'fun.']",0.38,214431,0.489,0,53c9tTEHXWL5GkYNalbXZ3,0.00243,0,0.081,-7.027,1,C'mon - Single Version,58,2011-05-17,0.0362,127.097
0.221,2009,0.079,['Gossip'],0.7929999999999999,242773,0.688,0,428Dl0NOBojmUS98R2pDHr,0.0604,2,0.145,-4.216,1,Heavy Cross,56,2009-06-22,0.0328,120.058
0.936,1964,0.86,['Los Indios Tabajaras'],0.765,136853,0.377,0,62ef7cr0Xmpc450I3nvKlG,0.848,11,0.332,-14.925999999999998,1,Amapola,40,1964-10-07,0.0511,114.483
0.963,1997,0.0441,['Blue Boy'],0.88,424307,0.685,0,0nhu2tp9FXwTu8kUDvS0xO,0.8759999999999999,1,0.117,-8.557,1,Remember Me - Original Mix,55,1997-03-03,0.0422,100.863
0.96,1966,0.361,['Ramsey Lewis'],0.693,191440,0.769,0,6vcFm8JoP3Jc14pP1CxuBF,0.103,5,0.0533,-10.942,1,Day Tripper,17,1966-01-01,0.0281,140.123
0.7090000000000001,1957,0.797,['Dizzy Gillespie'],0.579,431800,0.621,0,21Hs1Luiz9evoOIlmkrOw8,0.165,8,0.947,-14.379,1,Manteca - Live,16,1957-01-01,0.0649,96.131
0.233,1968,0.893,['Buddy Guy'],0.504,383200,0.212,0,5vbw9boDHRHLZiv90e2ZVx,0.22,0,0.0817,-16.756,1,A Man And The Blues,32,1968,0.0408,108.629
0.203,2010,0.0443,['Third Day'],0.336,247267,0.8220000000000001,0,6RRZIiDFWsvyHj4EUDhDDW,0.0,0,0.102,-4.29,1,Trust In Jesus,45,2010-10-18,0.0422,150.048
0.685,1982,0.4970000000000001,['Wham!'],0.833,214107,0.941,0,0c3STgWBihlQ0NDYNibF2S,0.0,2,0.0572,-5.961,1,Wham Rap! (Enjoy What You Do?),39,1982-09-29,0.105,117.889
0.285,1935,0.993,['Cristian Vasile'],0.403,197016,0.316,0,56ZqpKP4EfkS6WQsQPnXVc,0.0255,7,0.448,-14.457,0,De ce mi-ai spus că mă iubești?,0,1935-01-01,0.0472,116.625
0.163,1994,0.324,['Eagles'],0.539,268880,0.405,0,5POu9RspR7sR9zD5m6ZZkJ,0.00777,6,0.129,-10.565,1,Learn To Be Still,43,1994-11-08,0.0246,95.904
0.7020000000000001,2014,0.127,['Tim McGraw'],0.4920000000000001,215173,0.823,0,28efjJXBm1CuCmqle5HK2w,0.0,6,0.0523,-8.526,1,Just To See You Smile,48,2014-02-04,0.0297,94.342
0.966,1982,0.408,['Los Liricos De Teran'],0.799,148707,0.805,0,4b7AfeFx5lU4gfRtgNujCS,0.0,2,0.0982,-5.614,1,La Cumbia Del Violincito,33,1982-01-01,0.0379,105.145
0.32,1994,0.4,['Mary J. Blige'],0.568,377278,0.514,0,5oYwkqmQlYM6HXmC6psUym,0.0,7,0.0677,-8.782,0,I Never Wanna Live Without You,37,1994-01-01,0.089,136.2
0.728,1960,0.695,['Stanley Turrentine'],0.433,301827,0.5429999999999999,0,7dGQhDObGy2PYC7sSs3uIK,0.318,0,0.0821,-10.405,0,Mild Is The Mood,9,1960-01-13,0.0422,139.55700000000002
0.828,1977,0.523,['Electric Light Orchestra'],0.662,233293,0.7979999999999999,0,7ccnwVhaD3ITUQ2x8EkilA,1.96e-05,2,0.263,-7.996,1,Jungle,44,1977,0.0696,99.668
0.411,1957,0.88,"['Doris Day', 'Paul Weston And His Orchestra']",0.428,148280,0.193,0,2zZT7NIVLkq33BbI7TDQA3,0.0,8,0.163,-15.121,1,Close Your Eyes (with Paul Weston & His Music From Hollywood),16,1957-11-11,0.0371,119.211
0.542,1940,0.994,['Ying Yin Wu'],0.609,162173,0.282,0,3CRpSc3dmZwvOJlBgWL7zq,0.0114,11,0.134,-10.34,1,何必相逢,1,1940-02-01,0.0269,80.645
0.6729999999999999,1998,0.906,['Los Dandys'],0.5589999999999999,175693,0.454,0,0GJ21yUwVykIrHfCzkcXDv,0.000227,5,0.125,-7.277,1,Cerca del Mar,47,1998-01-26,0.0291,95.837
0.36,1976,0.499,['James Taylor'],0.611,200579,0.35,0,1XUKItaRs2494LclJwHhl8,7.84e-06,5,0.0844,-14.48,1,Fire and Rain,50,1976,0.0356,76.064
0.151,1950,0.6779999999999999,"['Lani Misalucha', 'Freestyle']",0.302,292000,0.528,0,40VJbhFDauupPoWUn1h0m9,0.0,7,0.578,-9.093,1,Bakit Ngayon Ka Lang,20,1950-01-01,0.0397,129.092
0.404,1948,0.889,['Shamshad Begum'],0.211,126200,0.48,0,0MTq441SAQw4d6FB4UsqH4,0.0851,0,0.445,-9.701,1,Dharti Ko Akash Pukare,0,1948-12-01,0.034,88.146
0.77,2018,0.287,['Morgan Wallen'],0.527,163453,0.868,0,5x7Fb9wMOtxd7eZzQ9EzVd,0.0,2,0.0885,-2.653,1,Gone Girl,62,2018-04-27,0.0416,172.08599999999996
0.696,2016,0.00394,['Alexander Gorya'],0.846,249687,0.664,0,0upQEHhQNK4QOxeMY1PmhV,0.585,7,0.0774,-8.642000000000001,1,Eclipse,0,2016-12-28,0.135,123.983
0.237,1991,0.382,['Luis Miguel'],0.488,211440,0.61,0,1kS5xIvvytkr5Ut1JkQ9SM,3.24e-05,0,0.14,-7.646,0,No Me Platiques Más,64,1991-11-19,0.0289,78.634
0.5770000000000001,1975,0.0428,['Queen'],0.5670000000000001,177893,0.727,0,49L5s7lTES5EVnyGO09H0S,0.906,0,0.0991,-8.802,1,You’re My Best Friend - Backing Track Mix,34,1975-11-21,0.0435,120.998
0.379,1965,0.298,['The Turtles'],0.517,164533,0.449,0,3X5e5of0MwHiWS6CychKcp,0.0,2,0.0451,-9.615,1,Eve Of Destruction (Mono),17,1965,0.0657,122.265
0.416,1963,0.66,['Bob Dylan'],0.473,204507,0.138,0,7fzLfsWsXVvStzsk9yRfbG,6.4e-06,7,0.105,-21.116,1,Down the Highway,42,1963-05-27,0.0706,137.679
0.259,1946,0.985,"['Giuseppe Verdi', 'Arturo Toscanini']",0.337,339360,0.296,0,3fSbYzYQLH0PUeSCmIrevs,0.0275,3,0.435,-12.081,1,La Traviata: Di sprezzo degno sè stesso rende,1,1946,0.071,95.33
0.1369999999999999,1953,0.0266,"['Hünkar', 'Naderan']",0.638,197538,0.32,1,74Icj9GQxLeWijcia9B0A1,0.00118,7,0.0903,-19.273,1,Uzay Yolu,10,1953-05-14,0.111,130.03799999999998
0.387,1932,0.969,['Guy Lombardo & His Royal Canadians'],0.32,191379,0.1369999999999999,0,4rJ4ZZlT2otuRHRMk8lzBq,0.8290000000000001,3,0.0977,-14.418,1,Lost,0,1932,0.0491,166.342
0.15,2017,0.0357,"['The Chainsmokers', 'Emily Warren']",0.604,217413,0.603,0,6V9kwssTrwkKT72imgowj9,0.0,7,0.126,-6.324,0,My Type,59,2017-04-07,0.0389,94.989
0.298,2011,0.0957,['Bingo Players'],0.7440000000000001,167845,0.483,0,2jb5Wg3OTKDfeyLZSbizou,0.0322,4,0.408,-7.7120000000000015,0,Cry (Just a Little),45,2011-10-04,0.0408,125.953
0.89,1950,0.993,"['Marika Ninou', 'Prodromos Tsaousakis', 'Spiros Tsaousakis']",0.478,213640,0.314,0,0GX5YJTKY7WXv89A4eiT3e,0.327,3,0.206,-14.694,1,Ta dialexta paidia,0,1950-01-01,0.0396,186.227
0.358,1995,0.00223,['Kenny Wayne Shepherd'],0.341,255907,0.917,0,6hnsgL0pFkkMR5GKYWXCA6,0.138,10,0.438,-9.897,1,Aberdeen,41,1995-09-15,0.0621,124.497
0.652,1963,0.435,['Quincy Jones'],0.449,166240,0.448,0,2Y44Ar0p3f2PPAFasWoLrH,0.00199,0,0.649,-12.295,0,Comin' Home Baby,52,1963-01-01,0.0381,77.634
0.68,1956,0.8590000000000001,"['Elmer Bernstein', 'Hollywood Bowl Symphony Orchestra']",0.363,274427,0.379,0,1nu3eiqIYSZfJr5K0x40wr,0.85,10,0.0462,-13.919,1,Theme from The Magnificent Seven,9,1956,0.036,85.936
0.0682,2012,0.664,['Taylor Swift'],0.626,323080,0.118,0,5G9AVKld9q7DCrmoY42raf,0.000169,7,0.127,-15.91,1,State Of Grace - Acoustic Version,52,2012-10-22,0.0305,105.597
0.149,1960,0.835,['Elvis Presley'],0.458,91613,0.128,0,460EaJWMC1ufXivIgh2L8A,9.43e-06,1,0.22,-15.297,1,Big Boots,28,1960-09-23,0.072,87.988
0.8190000000000001,2006,0.708,['Samuel E. Wright'],0.511,195147,0.475,0,6oYkwjI1TKP9D0Y9II1GT7,0.0,10,0.105,-14.667,1,"Under the Sea - From ""The Little Mermaid"" / Soundtrack Version",67,2006-01-01,0.161,98.957
0.541,1943,0.958,['Warner Bros Studio Orchestra'],0.655,71560,0.57,0,7BSRUbQlpGGMmj4jxd67nD,0.0,9,0.3720000000000001,-14.755,0,Rick and Renault,11,1943-01-23,0.892,112.322
0.526,2006,0.00606,['Third Eye Blind'],0.622,273467,0.59,0,7BXltyNuwOX7tvOWbVWofa,0.0007019999999999,0,0.286,-7.517,1,Jumper - 2006 Remaster,46,2006-07-18,0.0363,91.089
0.6679999999999999,1969,0.7929999999999999,['Johnny Cash'],0.399,227853,0.7440000000000001,0,2g34T4Zs54pTRR1AYTjobc,0.002,10,0.6809999999999999,-11.202,1,"San Quentin - Live at San Quentin State Prison, San Quentin, CA - February 1969",33,1969-06-04,0.674,168.396
0.514,1995,0.7170000000000001,['Pedro Fernández'],0.284,231813,0.317,0,1ujj5RXWk41VnItXFpIpsV,7.34e-06,7,0.416,-11.741,1,Los Hombres No Deben Llorar,32,1995-01-01,0.0327,187.578
0.399,2014,0.115,['Citizen Way'],0.451,221027,0.669,0,0JCS7q2sxbydawkUCVIuhK,0.0,9,0.105,-6.995,1,How Sweet the Sound,45,2014-09-23,0.0288,76.043
0.311,1956,0.945,"['Hank Thompson', 'Hank Thompson And His Brazos Valley Boys']",0.54,153600,0.192,0,1CymG1KJAhOoktmo0FRMlY,9.73e-06,10,0.217,-11.648,1,At The Rainbow's End,8,1956-01-01,0.0301,87.50399999999998
0.631,2020,0.14,"['2 Chainz', 'Mulatto']",0.937,190560,0.648,1,4GbfUgXhZxY43dYyKhsfwC,0.0,9,0.18,-6.0470000000000015,0,Quarantine Thick,69,2020-11-06,0.0655,135.895
0.722,2014,0.181,"['Mystery Skulls', 'Nile Rodgers', 'Brandy']",0.67,268787,0.906,0,50rdn3WBWEzRLavq6tQD4K,0.000299,0,0.394,-3.693,0,Magic (feat. Nile Rodgers and Brandy),51,2014-10-27,0.0615,115.996
0.8190000000000001,1929,0.994,['Ignacio Corsini'],0.614,138040,0.177,0,6lGM86SXGL8N1u6euSQzpv,0.0691,0,0.191,-20.777,0,Arco Iris - Remasterizado,0,1929-06-21,0.118,121.468
0.4320000000000001,2006,0.122,['Justin Timberlake'],0.687,448573,0.723,0,3pD0f7hSJg2XdQ6udw5Tey,0.00102,7,0.573,-4.751,1,What Goes Around.../...Comes Around (Interlude),71,2006-09-12,0.0709,76.0
0.841,1964,0.205,['The Ronettes'],0.545,171467,0.802,0,7HfCWnydoXXHYqaGowmF1W,1.07e-05,3,0.0854,-8.3,1,"Baby, I Love You",41,1964-11-01,0.0353,115.668
