valence,year,acousticness,artists_x,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,matched_artist,artists_y,genres
0.727,2018,0.00266,['paul amp'],0.789,241920,0.907,0,1CcSnYHZSfjloCD7JQlVnz,0.199,1,0.118,-7.544,0,Bad Boy,61,2018-04-10,0.0442,128.004,paul amp,paul amp,[]
0.159,1967,0.846,['julie london'],0.409,134040,0.105,0,70ZPVgwzW5DHPSzLujjY5X,0.000374,7,0.117,-18.62,1,I've Got A Crush On You,28,1967-01-01,0.0546,172.59099999999995,léon,léon,"['modern blues', 'soul']"
0.789,1968,0.643,['clarence carter'],0.581,152555,0.417,0,7Dldqz2M7Er404WxOTVnoQ,0.0,5,0.46,-14.523,1,Do What You Gotta Do,32,1968,0.0461,100.174,clarence williams' jug band,clarence williams' jug band,['dixieland']
0.8340000000000001,1966,0.8340000000000001,"[""the lovin' spoonful""]",0.8220000000000001,139093,0.332,0,3c06k9x6MHHdPQi3ix68yF,0.0,1,0.11,-11.369000000000002,1,Daydream,56,1966-03,0.0506,110.802,spoon,spoon,"['alternative dance', 'alternative rock', 'austindie', 'dance-punk', 'indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'rock']"
0.401,1942,0.897,"['rooprekha chatterjee', 'saikat mitra']",0.504,273507,0.322,0,2GqtCV5YYfg02VKGfhkYDm,0.0,7,0.146,-13.616,0,Paahaade Aaj Kon Megh,0,1942-12-01,0.0399,100.938,saikat mitra,saikat mitra,[]
0.552,1937,0.993,['maya banerjee'],0.695,201369,0.0732,0,3yUv6JD6rMC1f1fxR6YvTN,0.00645,5,0.156,-11.226,0,Sajan Ke Vaste Main,0,1937-12-31,0.241,137.974,bôa,bôa,"['ambient', 'electronica', 'intelligent dance music', 'microhouse', 'scottish electronic', 'trip hop']"
0.687,2007,0.00172,['metro station'],0.569,174133,0.7929999999999999,0,1v0E30pA3wOBXuDxfsyOPa,0.00054,0,0.136,-5.041,0,Seventeen Forever,47,2007-09-18,0.0329,139.97899999999998,rostam,rostam,"['art pop', 'indie pop']"
0.7659999999999999,1947,0.971,"['zeenat begum', 'dilshad begum']",0.629,176382,0.397,0,3ofTSWkqXoEP2xaoCQd6Oa,1.86e-05,5,0.18,-8.195,1,Hawa Aa Rahi,0,1947-12-31,0.111,55.975,zeenat begum,zeenat begum,[]
0.7140000000000001,1974,0.0436,['kansas'],0.521,212547,0.708,0,0b1gFyh1DnjTD6cHIpzPIG,0.00107,4,0.0869,-6.579,0,Can I Tell You,31,1974,0.166,102.316,black oak arkansas,black oak arkansas,"['blues rock', 'classic rock', 'country rock', 'hard rock', 'southern rock']"
0.586,1957,0.938,['the dave brubeck quartet'],0.56,566427,0.322,0,6Ck7vNnUKL0N8ARcNo5saE,0.573,8,0.102,-14.73,1,Alice in Wonderland - Mono Version,30,1957,0.0428,80.122,the dave brubeck quartet,the dave brubeck quartet,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz quartet']"
0.765,1929,0.044,['эрих мария ремарк'],0.705,178700,0.253,1,4NmHKtlgkuArrH5dBzcqN3,0.0,1,0.324,-17.283,1,Часть 19.3 - На Западном фронте без перемен,0,1929,0.939,104.176,эрих мария ремарк,эрих мария ремарк,[]
0.902,1991,0.41,['gloria trevi'],0.946,181467,0.563,0,0aXeV99zVsXdr8cmKekLfG,0.0102,11,0.23,-11.753,0,Agárrate,32,1991-07-23,0.199,129.566,gloria trevi,gloria trevi,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']"
0.585,1969,0.0083299999999999,['the meters'],0.457,146093,0.779,0,5l2qBZUDINjTajQT8BMaXL,0.8240000000000001,7,0.332,-12.047,1,6V6 LA,29,1969,0.0362,106.78,the the,the the,"['canadian contemporary r&b', 'canadian pop', 'pop']"
0.68,1959,0.54,['peggy lee'],0.696,193000,0.369,0,7iuTaeXGpGf7OOwJfuVKZs,0.0,8,0.134,-7.495,1,Life Is For Livin',20,1959-05-04,0.0415,76.765,egg,egg,['indie pop']
0.0395,1951,0.982,"['kathryn grayson', 'howard keel']",0.189,208200,0.0459,0,5QMP54RNLRVPf6XF6i2Yt2,0.000949,2,0.124,-18.387,1,Why Do I Love You?,7,1951-09-24,0.041,68.146,howard keel,howard keel,['vintage hollywood']
0.0481,1972,0.985,['chick corea'],0.203,415000,0.0186,0,5F8rPLt2c52p0SK7kiH26b,0.377,9,0.0728,-24.277,0,Crystal Silence,57,1972-07-01,0.0408,76.59100000000002,chris rea,chris rea,"['art rock', 'blues rock', 'classic rock', 'classic uk pop', 'mellow gold', 'new wave pop', 'soft rock', 'sophisti-pop']"
0.282,1926,0.074,['эрнест хемингуэй'],0.716,98482,0.322,1,3aP5WHBwVNHvdpKW7Q7yi1,0.0,11,0.449,-15.925,0,Часть 50.4 & Часть 51.1 - Фиеста,0,1926,0.952,135.655,эрнест хемингуэй,эрнест хемингуэй,[]
0.15,2002,0.013,['grave digger'],0.526,244600,0.88,0,6t9dKRzqOZ2HFyyxje5H8K,0.000999,4,0.0956,-4.721,0,Rebellion (The Clans Are Marching),34,2002-10-07,0.0736,131.739,45 grave,45 grave,"['dark wave', 'deathrock', 'gothic rock', 'horror punk']"
0.7909999999999999,1991,0.47,['liberación'],0.6,176347,0.635,0,5WdQyJKSSw7591St3jSKS2,0.0,7,0.073,-7.475,1,Príncipe Azul,44,1991-01-01,0.0396,94.873,rac,rac,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
0.115,1958,0.657,['martin denny'],0.1669999999999999,95267,0.447,0,65WHLR4MrEAgwq020qu867,0.162,7,0.0965,-8.829,1,Japanese Sandman,12,1958-01-01,0.0353,69.358,freddy martin & his orchestra,freddy martin & his orchestra,['big band']
0.706,1985,0.037,['camper van beethoven'],0.295,194000,0.8959999999999999,0,6wVT3Gk7aDiyVX3oJQoRgA,0.0431,9,0.406,-9.833,1,The Day That Lassie Went to the Moon,33,1985-01-01,0.0377,187.629,cam,cam,"['dance pop', 'pop', 'pop dance', 'post-teen pop']"
0.0751,1931,0.992,"['frédéric chopin', 'robert lortat']",0.153,99640,0.145,0,1Gh4t3zU7VL2PTutcW24gA,0.8859999999999999,1,0.124,-29.157,1,"3 Nouvelles études, B. 130: No. 1 in F Minor. Andantino",0,1931,0.0446,68.279,frédéric chopin,frédéric chopin,"['classical', 'early romantic era', 'polish classical']"
0.282,2016,0.115,"['ramirez', 'suicideboys']",0.799,185725,0.7979999999999999,1,2IfMkjVuxpKiSWhmVDYn3p,2.75e-06,0,0.138,-6.181,0,Sarcophagus II,56,2016-01-06,0.345,164.976,$uicideboy$,$uicideboy$,"['dark trap', 'new orleans rap', 'underground hip hop']"
0.8290000000000001,1983,0.222,['jimmy buffett'],0.526,344507,0.46,0,44UqG68nsYIsJGQQXybDN8,5.96e-05,4,0.0661,-15.412,1,One Particular Harbour,47,1983,0.0462,92.581,jimmy buffett,jimmy buffett,"['country rock', 'folk rock', 'mellow gold', 'soft rock']"
0.88,1968,0.214,['martha reeves & the vandellas'],0.385,177973,0.7879999999999999,0,3YGuismm9qnCaEfUkD8uQA,0.00699,3,0.181,-8.948,1,Honey Chile,22,1968,0.0524,200.267,the flying lizards,the flying lizards,"['dance rock', 'post-punk', 'uk post-punk', 'zolo']"
0.935,1962,0.212,['chris montez'],0.7509999999999999,149627,0.83,0,2Qm5DrmotzWvqNM3JlcQYo,7.94e-06,1,0.0584,-6.215,1,Let's Dance,51,1962-01-01,0.0951,76.48899999999998,chris montez,chris montez,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']"
0.0709,1929,0.97,"['cornélio pires', 'pedro massa']",0.695,123585,0.106,0,4lqSCSf4oxd0a4nInXQFbY,2.79e-05,7,0.7240000000000001,-19.622,1,A Fala dos Nossos Bichos - Imitações,0,1929-08-07,0.8740000000000001,138.784,cornélio pires,cornélio pires,[]
0.455,1968,0.5529999999999999,['strawberry alarm clock'],0.414,175213,0.8420000000000001,0,5u0LXevWhJmfpngJ3auYPz,0.000235,4,0.235,-11.451,0,Nightmare Of Percussion,19,1968-01-01,0.32,124.587,d-loc,d-loc,['new york drill']
0.0751,1977,0.8590000000000001,"['john williams', 'london symphony orchestra']",0.197,276480,0.108,0,2Nh7tGG4fQcEvKd824PNg7,0.7490000000000001,2,0.131,-20.44400000000001,1,The Walls Converge,32,1977-01-01,0.036,96.387,orchestra,orchestra,"['album rock', 'art rock', 'beatlesque', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
0.8,1960,0.963,"['suman kalyanpur', 'kamal barot']",0.404,192373,0.472,0,6567zi2dFfhJmAE6zzxiAC,0.262,0,0.851,-12.144,1,Garjat Barsat Sawan Aayo Re,11,1960-01-01,0.0517,100.833,kamal,kamal,['modern indie pop']
0.434,2019,0.605,['pink sweat$'],0.774,157334,0.289,0,6Y2Ow3zGW4YcvHs21GThNJ,0.0,1,0.107,-9.854,0,Coke & Henny Pt. 2,58,2019-03-28,0.0439,89.956,pink sweat$,pink sweat$,"['bedroom soul', 'pop']"
0.294,2016,0.488,['carlos rivera'],0.464,222827,0.444,0,3rtxFFGZ10e2vYBo7PsPf2,2.32e-05,4,0.166,-8.583,0,Que Lo Nuestro Se Quede Nuestro,72,2016-02-05,0.027,144.092,carlos rivera,carlos rivera,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']"
0.0973,2014,0.453,['porter robinson'],0.444,328507,0.35,0,786ymAh5BmHoIpvjyrvjXk,0.109,9,0.0824,-7.194,1,Goodbye To A World,71,2014-08-12,0.0483,95.979,porter robinson,porter robinson,"['big room', 'brostep', 'complextro', 'edm', 'electro house', 'moombahton', 'progressive electro house']"
0.515,1929,0.0248,['эрих мария ремарк'],0.725,95448,0.29,1,6sScYg7e3Ikv7J3wjnRKPJ,0.0,0,0.0493,-17.979,1,Часть 20.4 & Часть 21.1 - На Западном фронте без перемен,0,1929,0.955,65.134,эрих мария ремарк,эрих мария ремарк,[]
0.442,1928,0.883,['m. malloire'],0.444,194667,0.328,0,5jwaQxnzruRh67P955KGAl,2.04e-05,5,0.31,-12.085,1,Séduction,0,1928,0.0466,130.595,m. malloire,m. malloire,[]
0.313,1981,0.502,['dan fogelberg'],0.536,391133,0.343,0,1ZzmWQxduDSeGnmNyiRWjU,1.15e-05,6,0.0638,-14.312,1,The Reach,29,1981,0.0284,125.004,dan bern,dan bern,[]
0.219,1995,0.928,['jim cummings'],0.226,45520,0.0623,0,4Be4wCdwvkoBmTgTT1H586,0.00341,5,0.255,-27.95300000000001,1,"Steady as the Beating Drum (Reprise) - From ""Pocahontas""/Soundtrack Version",39,1995-01-01,0.0438,81.85600000000002,jim cummings,jim cummings,"[""children's music"", 'disney', 'movie tunes']"
0.8340000000000001,1980,0.456,['kate bush'],0.782,171640,0.3,0,4gLEqTnFCS1sms8jF483Bq,0.000123,11,0.0744,-15.019,1,Delius,33,1980-09-08,0.035,105.573,kate wetherhead,kate wetherhead,['broadway']
0.772,1953,0.922,"['talat mahmood', 'premlata']",0.391,215000,0.37,0,2BtRChZTMWeoxOpYYXlhto,0.00324,2,0.214,-9.582,1,Main Hoon Alibaba,0,1953-01-01,0.0359,117.755,mood,mood,"['album rock', 'art rock', 'british invasion', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']"
0.623,1931,0.614,['zofia dromlewiczowa'],0.7040000000000001,97100,0.209,0,3HuluMOQYRLWHspTnQJjou,0.0,6,0.115,-23.199,1,Chapter 1.14 - Dziewczynka z Luna Parku: Część 1,0,1931,0.947,100.856,fiya,fiya,[]
0.243,2017,0.00298,['coast modern'],0.634,237880,0.743,0,2dq863fgcwToMdBxaPlyyT,1.96e-06,8,0.0442,-4.039,1,Hollow Life,57,2017-07-28,0.0392,118.937,coast,coast,"['electropop', 'indie pop', 'indie poptimism', 'indie rock', 'modern alternative rock', 'modern rock']"
0.244,2018,0.223,"['young thug', 'elton john']",0.759,195160,0.498,1,7iMDaY1LnASwCk2uUpMtii,5.84e-05,10,0.406,-10.615,1,High (feat. Elton John),62,2018-09-24,0.0776,126.972,elton john,elton john,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']"
0.454,1950,0.97,['president franklin delano roosevelt'],0.721,1632209,0.0658,0,0fY3LmraHONpPXR6BNovbS,0.135,1,0.116,-18.992,1,"Fireside Chat #22 - On Inflation and Food Prices (September 7, 1942)",0,1950,0.588,122.055,fanny franklin,fanny franklin,[]
0.352,1949,0.942,['suraiya'],0.328,184333,0.424,0,3SjIamfyRHGA8mRk0sX0uR,0.265,9,0.223,-10.886,1,Ae Dil Kise Sunaoon,0,1949-01-01,0.0361,61.057,suraiya,suraiya,"['classic bollywood', 'filmi', 'ghazal']"
0.652,1955,0.706,"['kurt weill', 'lotte lenya', 'roger bean']",0.545,274893,0.417,0,0UAPx6Ikn5pemdavmtRUd4,0.0,3,0.118,-11.623,1,Happy End: Bilbao-Song,5,1955,0.279,164.795,lotte lenya,lotte lenya,['cabaret']
0.617,1948,0.95,['los panchos'],0.813,172493,0.264,0,5LPQvbCTwymRFc8YPtFSEd,2.08e-05,9,0.209,-13.371,1,"No, No y No",3,1948,0.0667,114.23,los cuates de sinaloa,los cuates de sinaloa,"['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
0.8809999999999999,1940,0.0696,['эрнест хемингуэй'],0.701,98600,0.125,1,3kvpHz4qGkkO5vP0I9ywDz,0.0,11,0.436,-26.421,0,Часть 179.3 - По ком звонит колокол,0,1940,0.957,36.494,эрнест хемингуэй,эрнест хемингуэй,[]
0.416,1976,0.528,"['peter frampton', 'chris kimsey']",0.527,277493,0.58,0,6dhahz0MBnj2Ypf0qYYY9j,4.34e-05,7,0.754,-9.329,1,"Baby, I Love Your Way",25,1976,0.034,72.377,ramp,ramp,"['afro house', 'deep disco house', 'deep euro house', 'microhouse', 'minimal tech house', 'minimal techno', 'organic house', 'tech house']"
0.7170000000000001,1962,0.363,['bert kaempfert'],0.72,172747,0.56,0,1Qmm7J6na3Lm5siyTtj2BM,0.426,7,0.114,-8.365,1,That Happy Feeling,38,1962-01-01,0.0297,98.668,bert kaempfert,bert kaempfert,"['adult standards', 'ballroom', 'easy listening', 'lounge']"
0.37,1942,0.995,['pran'],0.434,199413,0.214,0,2vKeh33Q01oZkPVcnxJceV,0.483,10,0.179,-11.955,1,Dol Gai Han Dol Gai,0,1942-12-31,0.241,70.05,pran,pran,['atmosphere']
0.924,1933,0.542,['guandulito'],0.569,194926,0.703,0,7G4UArP0jZk0B8YXccFXc1,0.000101,9,0.0776,-9.406,1,Pajaro del Engaño,2,1933-01-01,0.238,141.74,lit,lit,"['dance pop', 'girl group', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'uk pop']"
0.674,1977,0.119,['aerosmith'],0.475,189040,0.899,0,7JUCFVrvL1WbDkUXLDjpS8,0.000391,4,0.211,-9.751,1,I Wanna Know Why,27,1977-12-01,0.043,136.612,smith,smith,"['pop', 'uk pop']"
0.725,1973,0.0406,['alice cooper'],0.6,199293,0.7609999999999999,0,6vUqAIGvBypKVVmc0Xksku,0.000624,2,0.887,-8.818999999999997,1,Raped and Freezin',25,1973,0.0337,123.595,alice cooper,alice cooper,"['album rock', 'blues rock', 'classic rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']"
0.703,1945,0.0243,['federico garcía lorca'],0.755,109200,0.197,0,3UGbw6dWmcm3FgEd4KFXxy,0.0,1,0.271,-24.605,1,Capítulo 4.3 - la Casa de Bernarda Alba,0,1945,0.935,60.565,federico garcía lorca,federico garcía lorca,[]
0.236,1953,0.994,['hafız ahmet efendi'],0.285,210502,0.422,0,1HrleMpNu8Z2KRPLBMQPCD,0.957,1,0.276,-13.017,1,Bahriye Çiftetellisi,0,1953-02-20,0.0686,207.80900000000003,hafız ahmet celâl tokses,hafız ahmet celâl tokses,[]
0.69,1991,0.123,['stevie nicks'],0.652,252027,0.648,0,5IhYnodWHS5IOrw7aOOuA9,0.00639,5,0.201,-8.147,1,Talk to Me,33,1991-08-30,0.0263,102.993,stevie nicks,stevie nicks,"['heartland rock', 'mellow gold']"
0.331,1972,0.754,['arthur verocai'],0.5760000000000001,138640,0.344,0,1jhluel6ujMGZirTF9aBWN,0.0185,4,0.0783,-12.868,0,Velho parente,31,1972,0.0312,102.033,arthur verocai,arthur verocai,"['bossa nova', 'brazilian jazz', 'jazz funk', 'psicodelia brasileira']"
0.6409999999999999,1971,0.404,['dennis coffey & the detroit guitar band'],0.696,260843,0.631,0,1P8lIrb4yLlg1nzAjhhcfi,0.89,11,0.148,-15.944,0,Scorpio,24,1971-11-06,0.0821,118.966,dennis coffey,dennis coffey,"['instrumental soul', 'rare groove', 'soul jazz']"
0.5579999999999999,1992,0.398,['aphex twin'],0.723,463520,0.574,0,1sTzDqhcrpB2BC8TOMeInR,0.942,11,0.135,-13.05,1,We Are the Music Makers,43,1992-02-10,0.0644,102.981,ex,ex,"['k-pop', 'k-pop boy group']"
0.8029999999999999,1943,0.989,['manna dey'],0.653,184935,0.366,0,0aDjRnL1j9TCbS00uQeiSI,0.456,3,0.303,-12.667,1,Ajab Bidhi Ka Lekh,0,1943-01-01,0.0508,140.436,manna dey,manna dey,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'rabindra sangeet', 'sufi']"
0.154,2012,0.127,['barrett elmore'],0.265,210973,0.5379999999999999,0,2UJ4UlsD05NCNcKDGcwsXb,0.958,9,0.333,-12.544,1,Woodlands,0,2012,0.0348,143.322,bôa,bôa,"['ambient', 'electronica', 'intelligent dance music', 'microhouse', 'scottish electronic', 'trip hop']"
0.29,1985,0.000856,['scorpions'],0.401,244627,0.857,0,0Wz4WAcbZmiZAEm5ZJG96v,0.609,1,0.965,-9.851,1,Blackout - Live,27,1985-06-20,0.0517,91.712,scorpions,scorpions,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']"
0.409,1972,0.847,['jackson browne'],0.5720000000000001,203973,0.326,0,0RwqThYUfPkAi71H2j63As,0.00013,4,0.22,-12.429,1,Jamaica Say You Will,43,1972,0.0305,72.785,jack ü,jack ü,"['edm', 'electro house', 'pop dance']"
0.206,1983,0.165,['toy dolls'],0.413,180907,0.928,0,32bDyiBMN88t04Th0dXKm0,1.27e-05,9,0.182,-5.759,1,Dig That Groove Baby,30,1983-03-01,0.203,156.963,toy,toy,['hip pop']
0.591,1982,0.0013,['38 special'],0.436,213307,0.6409999999999999,0,6oTLBv63MJ7Asc7bNR7hAE,5.33e-05,4,0.115,-9.169,0,Breakin' Loose,27,1982-01-01,0.0414,77.749,38 special,38 special,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']"
0.426,1988,0.399,['melissa etheridge'],0.495,281373,0.461,0,5TGeIu3Sxqs3DkOrdRcUQ6,0.0,11,0.0606,-14.538,0,Similar Features,38,1988-01-01,0.0415,207.005,eli.,eli.,"['hollywood', 'show tunes']"
0.254,2012,0.00411,['mac miller'],0.635,170861,0.866,1,4KRXcKUesQHKUkX6tHbF01,1.0800000000000003e-05,1,0.391,-4.315,1,Loud,54,2012-03-23,0.0402,140.013,mac,mac,"['ohio hip hop', 'pop rap']"
0.738,1957,0.443,['sonny rollins'],0.6,200173,0.275,0,1yDo6fQWj0cDHoti6oKIlV,0.0135,0,0.117,-16.737000000000002,0,Ev'ry Time We Say Goodbye,9,1957,0.0355,94.157,sonny rollins,sonny rollins,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone', 'soul jazz']"
0.307,1941,0.527,['rickie lee jones'],0.463,326107,0.46,0,7AxvFsjGqup1HUlX6JPQMH,0.0,0,0.118,-6.062,1,They Can't Take That Away from Me,4,1941,0.0422,96.181,shawn lee's ping pong orchestra,shawn lee's ping pong orchestra,['funk']
0.763,1955,0.893,['asha bhosle'],0.5379999999999999,163469,0.396,0,0BXh2Vi0il5tC5OHBFDMMM,0.302,6,0.276,-12.629,0,Chanda Mama Door Ke,26,1955-12-31,0.0475,176.937,lea,lea,['video game music']
0.672,2010,0.147,['darius rucker'],0.601,216920,0.63,0,6NGqtkp6zbRmQnbRTehplQ,0.0,1,0.263,-6.874,1,Southern State Of Mind,49,2010-01-01,0.0276,154.879,aries,aries,"['emo rap', 'pop rap', 'sad rap']"
0.7979999999999999,2011,0.296,['a day to remember'],0.569,199893,0.5670000000000001,0,2BEZkzfIWNFSNjZMAKhyAR,0.0,1,0.0855,-5.327000000000001,0,All I Want - Acoustic,54,2011-09-30,0.0325,159.914,m.a.g.s.,m.a.g.s.,['buffalo ny indie']
0.116,1954,0.6609999999999999,['judy garland'],0.0783,149733,0.345,0,6S8zVE30Sm6yJW1elzojea,0.911,7,0.337,-12.469,1,Esther In The Boarding House/The Man That Got Away - Previously Unreleased Version,5,1954,0.0404,49.91,ed garland,ed garland,[]
0.642,2007,0.194,"['robert plant', 'alison krauss']",0.7290000000000001,243480,0.513,0,4pD6dZayOsvT7B08esFWJs,0.5429999999999999,10,0.222,-9.862,0,Rich Woman,41,2007-10-23,0.0579,127.673,robert plant,robert plant,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'roots rock', 'soft rock', 'symphonic rock', 'uk americana']"
0.644,1929,0.0172,['эрих мария ремарк'],0.654,104500,0.293,1,4cKagvzn3GVi8MSdr8Znyr,0.0,6,0.147,-18.738,1,Часть 84.2 - На Западном фронте без перемен,0,1929,0.948,89.743,эрих мария ремарк,эрих мария ремарк,[]
0.698,1989,0.47,['lorrie morgan'],0.7509999999999999,212307,0.379,0,29iH03ewqYuouOlomzA8Su,1.51e-05,7,0.122,-13.874,1,Five Minutes,34,1989-05-11,0.0303,116.991,william michael morgan,william michael morgan,"['contemporary country', 'country pop', 'modern country rock']"
0.346,1967,0.754,['the beatles'],0.369,196747,0.402,0,2EiX1YuNGYn4AeMKwfrZdF,9.96e-05,9,0.115,-10.841,0,Strawberry Fields Forever - Take 7,33,1967-05-26,0.243,178.787,the jud conlon chorus,the jud conlon chorus,"['disney', 'movie tunes']"
0.961,1963,0.675,['the beatles'],0.552,154160,0.644,0,6wfK1R6FoLpmUA9lk5ll4T,0.0,9,0.36,-9.129,1,Please Mister Postman - Remastered 2009,54,1963-11-22,0.0372,122.546,the jud conlon chorus,the jud conlon chorus,"['disney', 'movie tunes']"
0.6659999999999999,1971,0.7909999999999999,['the j. geils band'],0.581,158267,0.542,0,6ED55VLiJwnaWEuo45f6MF,0.941,9,0.266,-9.336,1,Whammer Jammer,39,1971,0.0867,104.216,"the choir of trinity college, cambridge","the choir of trinity college, cambridge","['british choir', 'cambridge choir', 'choral']"
0.421,1964,0.946,"['the new stan getz quartet', 'astrud gilberto']",0.423,274467,0.152,0,175CBVqMDwIV0b2AvC00Jy,7.22e-06,5,0.79,-23.968000000000004,1,"Only Trust Your Heart - Live At Café Au Go-Go,1964",20,1964-10-25,0.0744,121.877,stan getz quartet,stan getz quartet,['jazz quartet']
0.344,1948,0.94,['dizzy gillespie'],0.413,310573,0.753,0,2IoW9tLOyVAxpw23HnoN1o,0.0606,1,0.957,-9.499,1,Ool-Ya-Koo - Live,4,1948,0.346,99.034,spice,spice,"['dance pop', 'europop', 'girl group', 'pop']"
0.617,1971,0.7559999999999999,['little feat'],0.534,150867,0.454,0,6SWndEXXkuXbAXXVLhRRc6,0.0,9,0.159,-11.922,1,Truck Stop Girl,28,1971,0.0574,81.946,lit,lit,"['dance pop', 'girl group', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'uk pop']"
0.929,1996,0.1689999999999999,['trace adkins'],0.623,188240,0.91,0,1CxG3QsfkmcUYlxWwvOtz5,0.00267,3,0.317,-5.29,1,I Left Something Turned On At Home,47,1996-01-01,0.032,151.466,trace adkins,trace adkins,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
0.3670000000000001,2008,0.0765,['tina turner'],0.397,327400,0.499,0,3dLg6cqxvKQl2E6lnD62ZT,1.49e-06,2,0.111,-10.972,1,Proud Mary,53,2008-09-30,0.0685,171.067,tina turner,tina turner,"['disco', 'europop', 'new wave pop', 'soft rock']"
0.28,1949,0.123,['future rapper'],0.317,420000,0.474,0,3SmZRRW8rAKlYZSfBU3EZz,0.0705,9,0.328,-9.591,0,Hi! This Is Yer Highness Saying Hi,0,1949-02-17,0.07,78.167,future rapper,future rapper,[]
0.639,1967,0.609,['bee gees'],0.34,126240,0.347,0,3nxUQTVSOYaZP48VNfMnsn,0.0,0,0.0835,-13.192,1,Cucumber Castle,23,1967-07-14,0.0347,80.218,the bird and the bee,the bird and the bee,"['indie pop', 'la indie']"
0.436,1962,0.901,['the lettermen'],0.396,144227,0.404,0,4dChdrXkfi9N1dZU7uXqvs,0.00104,7,0.114,-9.98,1,Come Back Silly Girl,16,1962-01-01,0.0271,96.427,the letterman,the letterman,[]
0.54,1984,0.259,['wang chung'],0.664,240800,0.589,0,2JvPJ8ydPuN2NhpH4oti6I,0.00587,0,0.221,-14.415,1,Dance Hall Days,61,1984-01-16,0.0406,102.74,chon,chon,"['djent', 'instrumental math rock', 'instrumental rock', 'progressive jazz fusion', 'progressive post-hardcore', 'san diego indie']"
0.89,1945,0.986,"['n. s. krishnan', 'durai raj']",0.774,165575,0.272,0,0CMpcqpiBEIaZqIxAhaFz2,0.851,8,0.11,-14.635,1,Innikki Kaalaiyil,0,1945-12-01,0.19,73.10300000000002,n. s. krishnan,n. s. krishnan,[]
0.43,1923,0.996,['the southern serenaders'],0.66,191173,0.184,0,3yJC2QZqAm1i2wSob2Cpyv,0.941,10,0.305,-13.993,1,Alone At Last,5,1923,0.0322,107.328,"the choir of trinity college, cambridge","the choir of trinity college, cambridge","['british choir', 'cambridge choir', 'choral']"
0.949,2000,0.0142,['montez de durango'],0.765,149629,0.885,0,0SwUIRI9MAsvREHnYh8Kwd,0.0,0,0.0664,-6.553999999999999,1,La Hierba se Movía,40,2000-01-01,0.123,156.178,orch du théatre nat de l'opéra,orch du théatre nat de l'opéra,[]
0.633,2014,0.0661,['junichi sakamoto'],0.6859999999999999,272282,0.906,0,0ekyKwGvJYXo03wAitRlwv,0.0,2,0.0978,-3.216,1,Hero's Come Back!!(第1話〜第30話),60,2014-11-14,0.0369,104.046,ryuichi sakamoto,ryuichi sakamoto,"['anime score', 'compositional ambient', 'japanese classical', 'japanese soundtrack']"
0.58,1979,0.00194,['buzzcocks'],0.312,174960,0.88,0,4j1uZo4Fl9RfCfQMZiZN2D,5.94e-06,5,0.256,-7.5310000000000015,1,You Say You Don't Love Me - 2001 Remastered Version,25,1979,0.0535,163.917,coko,coko,[]
0.7490000000000001,1991,0.0222,['george thorogood & the destroyers'],0.631,267827,0.708,0,0ht3TuGmL8tOkciCPY0rPa,0.0121,7,0.0758,-10.849,1,Six Days On The Road,35,1991-01-01,0.0361,90.685,george thorogood,george thorogood,"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'heartland rock', 'mellow gold', 'rock']"
0.7909999999999999,1990,0.0312,['digital underground'],0.6,533306,0.731,0,6DxYLuDG7QvbsqSK8DG9UI,9.22e-05,9,0.117,-8.533,1,Doowutchyalike,39,1990-03-26,0.498,217.591,mass digital,mass digital,"['dark minimal techno', 'ethnotronica', 'organic house', 'serbian electronic']"
